Current	Voltage	Temperature	Resistance
1.00051441e-05	2.32714763e-07	102.1342	0.02325951137475371
1.00050612e-05	1.15143248e-07	102.44268	0.011508500117920319
1.00055158e-05	7.40430299e-07	102.778844	0.0740022117600374
1.0005036400000002e-05	1.18410036e-06	103.08352	0.1183504299894401
1.00052546e-05	1.71321758e-06	103.380425	0.17123178254754257
1.0005256400000002e-05	1.94846095e-06	103.683939	0.1947437299058123
1.00056276e-05	2.58985264e-06	103.975088	0.25883959942702645
1.00055547e-05	4.87740521e-06	104.274959	0.48746974618008937
1.00057235e-05	4.31094245e-06	104.552386	0.4308476493478957
1.00054419e-05	7.58197579e-06	104.852978	0.7577851998720816
1.00055036e-05	8.35171701e-06	105.122725	0.8347123087337652
1.00053608e-05	1.03452988e-05	105.422369	1.03397558636766
1.000539719999e-05	1.26436542e-05	105.699677	1.2636833848048168
1.00057677e-05	1.51079106e-05	105.989389	1.5099201833358575
1.00061401e-05	1.82932797e-05	106.269863	1.8282054335817266
1.0005983e-05	2.17195768e-05	106.53417	2.1706589747354155
1.00054615e-05	2.63430096e-05	106.807047	2.6328630218606106
1.000575429999e-05	3.05919947e-05	107.092848	3.057440127230645
1.00057702e-05	3.65518854e-05	107.348521	3.6530806394094477
1.00053674e-05	4.26664678e-05	107.614304	4.264357928525443
1.00055972e-05	4.78828604e-05	107.880962	4.785607439803793
1.00057895e-05	5.48369076e-05	108.158013	5.480517814211463
1.00059976e-05	6.25173686e-05	108.40695	6.247989565778028
1.00058379e-05	7.11655139e-05	108.662647	7.112399242446252
1.00058515e-05	8.108685e-05	108.918479	8.10394297776656
1.00052902e-05	9.08676572e-05	109.164354	9.081961180896082
1.00054635e-05	0.000102258141	109.43321	10.220230277188058
1.00056914e-05	0.000115305241	109.69214	11.523965350360495
1.00056012e-05	0.000127827983	109.918518	12.775642407174894
1.00058293e-05	0.000141329978	110.193111	14.12476405129158
1.000562369999e-05	0.000155888336	110.427415	15.580071835017721
1.00051058e-05	0.000172222762	110.656289	17.21348733763515
1.00051344e-05	0.000188295886	110.90729	18.819925697349955
1.00054116e-05	0.000206474079	111.139698	20.636240392149386
1.00053044e-05	0.000224138118	111.387339	22.401928920823238
1.00051971e-05	0.000243242419	111.625988	24.311606914770323
1.00057507e-05	0.000264094587	111.867457	26.394280141319136
1.00054275e-05	0.000285232763	112.094144	28.5078036895475
1.00055136e-05	0.000305660511	112.312492	30.54920748895889
1.00057736e-05	0.000326199668	112.550534	32.60114420338273
1.0005153300000002e-05	0.000349542031	112.777463	34.93619942834858
1.000496029999e-05	0.000370073256	113.007586	36.98897795730083
1.000483929999e-05	0.000392065518	113.233461	39.187587750698995
1.00051771e-05	0.000414088437	113.460939	41.3874170203344
1.00050296e-05	0.000436262497	113.674265	43.60431847198133
1.0004668299990002e-05	0.000458714463	113.875119	45.85004212488068
1.000488609999e-05	0.000479641057	114.080386	47.94068140370727
1.0004401e-05	0.00050081914	114.28867	50.05988264564765
1.00049423e-05	0.000523164764	114.524385	52.29063280055099
1.00047227e-05	0.00054460835	114.719114	54.43512692260826
1.00049674e-05	0.000564895546	114.937049	56.46150791056051
1.000462489999e-05	0.000587602576	115.130608	58.733094131353916
1.00049706e-05	0.000607913123	115.335382	60.7611103824733
1.00050535e-05	0.000630140182	115.547737	62.98219015020759
1.00052926e-05	0.000652601512	115.75201	65.22562988312805
1.00051127e-05	0.000674264137	115.957847	67.39195821352418
1.00048049e-05	0.000698048798	116.161413	69.77135536146237
1.0004921700000002e-05	0.000720493872	116.36103	72.0139440971337
1.00048598e-05	0.000745743291	116.57556	74.53810507169726
1.0005188900000002e-05	0.000769889513	116.768993	76.94902322134065
1.00053364e-05	0.000792957685	116.982595	79.25347567524067
1.0005044e-05	0.000814878626	117.166862	81.44678084374242
1.00049843e-05	0.000837601571	117.368027	83.7184293232724
1.00044065e-05	0.000859357214	117.587574	85.8978705033627
1.00050598e-05	0.000882203846	117.777714	88.17576942418675
1.000492259999e-05	0.00090241559	117.970287	90.19715854682394
1.000500749999e-05	0.000922181277	118.14879	92.17197258482032
1.000483109999e-05	0.000940504132	118.350724	94.00499844529509
1.00055989e-05	0.000957659915	118.543613	95.71240308263805
1.00053252e-05	0.00100178093	119.117571	100.12477455505395
1.0004872e-05	0.00101424421	119.309384	101.37503108485545
1.00049871e-05	0.00102687821	119.502577	102.63663508371741
1.0005767e-05	0.00103815685	119.705322	103.75584900188062
1.000570849999e-05	0.00104990412	119.888874	104.93051241709163
1.00058928e-05	0.00105963959	120.09017	105.90155333265214
1.00053225e-05	0.00106823324	120.267353	106.76649753168874
1.00055123e-05	0.00107762818	120.457352	107.70344862801277
1.00057643e-05	0.00108539556	120.660591	108.47702658756414
1.00057364e-05	0.00109339843	120.856467	109.27715725151424
1.0005206300000002e-05	0.00109977968	121.049678	109.92073996515192
1.0005317800000002e-05	0.00110627004	121.248659	110.56820603939235
1.00053146e-05	0.00111328797	121.45465	111.26966162563244
1.000578449999e-05	0.00111958913	121.653527	111.89418780717484
1.00058673e-05	0.00112545918	121.830602	112.47992265498065
1.00062422e-05	0.00113048906	122.012068	112.9783826339922
1.00064365e-05	0.00113552171	122.196529	113.4791301578739
1.00056636e-05	0.00114003309	122.373304	113.93877863333323
1.0005956099990002e-05	0.00115297259	122.847034	115.2286276771844
1.00053883e-05	0.0011565085	123.027915	115.58856741222128
1.00048808e-05	0.00115985904	123.204131	115.92932121690045
1.0005042e-05	0.00116414423	123.359694	116.3557564276092
1.000528319999e-05	0.00116763667	123.546508	116.70201099366852
1.00050016e-05	0.00117109586	123.725583	117.05104175095784
1.0005267e-05	0.00117524776	123.900797	117.46290828620565
1.00050228e-05	0.00117921718	124.079135	117.8625180144517
1.00050272e-05	0.00118184826	124.26845	118.1254419778089
1.00052633e-05	0.00118479173	124.422719	118.41684666109688
1.00057373e-05	0.00118803885	124.612167	118.73576273084842
1.000569239999e-05	0.00118998625	124.797347	118.93092476050826
1.00051219e-05	0.00119410162	124.962156	119.34903261898289
1.00056849e-05	0.00119500042	125.129919	119.43214601930947
1.00048989e-05	0.00119831285	125.304507	119.77260959628488
1.00047636e-05	0.00120168193	125.480794	120.11097693502724
1.00053905e-05	0.00120420045	125.649605	120.35516754693383
1.00058497e-05	0.00120771426	125.821884	120.70081964153428
1.00057922e-05	0.0012089273	125.987751	120.82274704845459
1.0004982700000002e-05	0.00121187318	126.164312	121.126964067614
1.000556819999e-05	0.00121450456	126.32715	121.38286759178892
1.0005981200000002e-05	0.00121679798	126.482753	121.60706238384695
1.0005604e-05	0.00121871915	126.661639	121.80365623104812
1.00058547e-05	0.00122186679	126.835145	122.1151842230929
1.00057702e-05	0.00122274196	127.010323	122.20368203139424
1.00044647e-05	0.00122596254	127.183992	122.54154287735155
1.000455979999e-05	0.0012271825	127.356785	122.66231843616215
1.00051658e-05	0.00123031397	127.520022	122.96787425551707
1.00054397e-05	0.00123214575	127.694085	123.14758640742195
1.000512479999e-05	0.00123410845	127.853759	123.34763180577552
1.00055233e-05	0.00123641846	128.034582	123.57359259760057
1.00050122e-05	0.00123844472	128.190484	123.78242977055041
1.00053119e-05	0.0012398456	128.381643	123.91873560683301
1.0005348400000002e-05	0.00124159463	128.547962	124.09309305011305
1.000548509999e-05	0.00124392392	128.712591	124.32419893376718
1.0004887e-05	0.00124471472	128.889809	124.41067250434712
1.000574819999e-05	0.00124703577	129.057266	124.63193607063252
1.00051065e-05	0.00124897942	129.230339	124.83419541810974
1.00049331e-05	0.00125110757	129.406971	125.04906904375004
1.00059495e-05	0.00125270611	129.570827	125.19612556509503
1.0005370700000002e-05	0.00125344971	129.726467	125.27768811204564
1.00058287e-05	0.00125623858	129.889796	125.55067827615319
1.0005262200000002e-05	0.00125798911	130.080108	125.73274791339298
1.00051201e-05	0.00125881572	130.234836	125.81715235982026
1.0005133e-05	0.00126071992	130.404946	126.0073124465212
1.0005100500000002e-05	0.00126239475	130.585788	126.17511938036003
1.00051452e-05	0.00126541694	130.725178	126.47661924986356
1.000512259999e-05	0.00126606766	130.887121	126.54194362408568
1.00060443e-05	0.00126709245	131.06152	126.63270439448283
1.00059271e-05	0.00126951832	131.210203	126.8766309520684
1.00054775e-05	0.00127077935	131.375548	127.0083661674318
1.00060055e-05	0.00127291328	131.538929	127.2149290743444
1.00057175e-05	0.00127460719	131.69788	127.38788497676454
1.00062057e-05	0.00127581166	131.850871	127.50204205776019
1.00054415e-05	0.00127817871	132.022475	127.74835673168447
1.00060076e-05	0.0012784467	132.185396	127.76791214909731
1.00051408e-05	0.00128044822	132.34388	127.97903053998
1.0004893e-05	0.00128140706	132.513181	128.0780374162922
1.00051967e-05	0.00128261219	132.667319	128.1946001121597
1.00047562e-05	0.00128460719	132.827032	128.39964955867688
1.00050836e-05	0.00128605926	132.985638	128.54058111018682
1.000526239999e-05	0.00128679208	133.146348	128.61152746991286
1.000517539999e-05	0.0012890173	133.309895	128.83505270695088
1.00049102e-05	0.00129010278	133.43666	128.94696246249165
1.000535209999e-05	0.0012922362	133.599699	129.15449522274102
1.000479039999e-05	0.00129283348	133.750231	129.22144575875294
1.00048892e-05	0.00129427343	133.896498	129.36409430701144
1.00049433e-05	0.00129571681	134.039891	129.5076614777017
1.00047629e-05	0.00129670492	134.17747	129.60876064339317
1.0005493500000002e-05	0.00129827948	134.336119	129.75666617543652
1.00047499e-05	0.00129919489	134.486932	129.85780783985416
1.00049821e-05	0.00130079598	134.639148	130.01482331487628
1.00053722e-05	0.00130222929	134.779729	130.15300820093427
1.00052039e-05	0.00130269228	134.923541	130.20147245574876
1.00050177e-05	0.00130383123	135.073923	130.31773347087633
1.00048878e-05	0.00130529043	135.220683	130.4652741832847
1.00046434e-05	0.00130596494	135.35889	130.53588096903084
1.00048023e-05	0.0013078692	135.514962	130.7241423451216
1.00051329e-05	0.00130915047	135.658922	130.84788408957567
1.00046495e-05	0.00131051944	135.800093	130.991039716084
1.0004953e-05	0.0013121015	135.955212	131.14519378551802
1.0004564900000002e-05	0.00131366334	136.085555	131.30639394422838
1.0004774e-05	0.00131427066	136.229764	131.36435265804104
1.00053189e-05	0.00131579097	136.386607	131.50914859895173
1.00054617e-05	0.00131721689	136.532512	131.6497858364697
1.00050711e-05	0.00131834494	136.668237	131.76767329519527
1.000485449999e-05	0.00131882953	136.815743	131.81896148527878
1.000524359999e-05	0.00132063823	136.954198	131.99461030627182
1.00054492e-05	0.00132116275	137.101575	132.04432140837815
1.0005342600000002e-05	0.00132319456	137.261214	132.24880075570823
1.00049076e-05	0.00132329483	137.407593	132.2645728382339
1.00051973e-05	0.00132503777	137.542161	132.43494658521126
1.00042234e-05	0.00132623367	137.696772	132.5673784933671
1.000482959999e-05	0.00132797739	137.83598	132.73363396427334
1.000454079999e-05	0.00132822304	137.968548	132.76201942235346
1.00049382e-05	0.00132952395	138.118128	132.88677285382934
1.000530059999e-05	0.00133023701	138.276511	132.9532278121988
1.00050175e-05	0.00133243046	138.396982	133.17622482919197
1.00054159e-05	0.00133276501	138.540347	133.20435885128973
1.000501189999e-05	0.00133466753	138.691597	133.39989430710563
1.00050314e-05	0.00133576531	138.829809	133.5093571020677
1.00053102e-05	0.00133669765	138.962183	133.59882135388466
1.00053164e-05	0.00133759236	139.108957	133.68816202554072
1.00053995e-05	0.00133883709	139.249296	133.81145750352098
1.000468999999e-05	0.00133958224	139.375252	133.89542704484987
1.00054185e-05	0.00134107055	139.52719	134.0344284449471
1.0004701e-05	0.00134198036	139.663829	134.13497914630332
1.00048312e-05	0.00134259386	139.812262	134.19455392710674
1.00052578e-05	0.00134452744	139.948679	134.38208858546352
1.00049032e-05	0.00134526799	140.083916	134.46087014614994
1.00044182e-05	0.00134570433	140.227152	134.5110033485006
1.00045853e-05	0.00134696009	140.379947	134.63427514581738
1.00050861e-05	0.00134829868	140.514241	134.76132704145346
1.00050483e-05	0.00135016316	140.656998	134.9481901051892
1.00053243e-05	0.00135028334	140.799308	134.9564791218212
1.00054174e-05	0.00135130069	140.937486	135.05690327322077
1.00054215e-05	0.00135190643	141.069111	135.11738910749537
1.00053589e-05	0.00135382771	141.218062	135.31025958499097
1.00048768e-05	0.00135478231	141.351741	135.41219318162916
1.00052254e-05	0.00135533028	141.491389	135.46224355925054
1.00054186e-05	0.00135655448	141.643972	135.5819815474787
1.00047597e-05	0.00135764368	141.775972	135.6997789762007
1.00057588e-05	0.00135915846	141.903645	135.83761983149145
1.00049572e-05	0.00135960137	142.051851	135.8927722349477
1.00047028e-05	0.00135995187	142.18886	135.93126124646102
1.00050598e-05	0.00136172967	142.334928	136.10410104695228
1.00051537e-05	0.00136280863	142.476671	136.2106641100376
1.00051604e-05	0.00136269274	142.614748	136.1989898732658
1.00046052e-05	0.0013647229	142.739453	136.4094707105484
1.00045961e-05	0.00136560765	142.891619	136.4980291408266
1.0005063e-05	0.00136663716	143.027236	136.59455817519589
1.00046162e-05	0.00136854579	143.158995	136.79143333854228
1.00041922e-05	0.00136828083	143.289914	136.77074596787537
1.00046642e-05	0.00137043552	143.42094	136.9796619460751
1.00045868e-05	0.00137054949	143.550727	136.99211345739934
1.00050484e-05	0.00137077224	143.673465	137.00805685257856
1.00051353e-05	0.00137129431	143.737668	137.0590470675594
1.00043544e-05	0.0013727559	143.871373	137.21584073431066
1.00044914e-05	0.00137451333	143.989013	137.38962582345764
1.0004952600000002e-05	0.00137476319	144.132381	137.40826618209064
1.00048847e-05	0.00137671907	144.253684	137.6046912364717
1.00051199e-05	0.00137724614	144.377174	137.65413645867451
1.000492e-05	0.0013775346	144.512303	137.6857186264358
1.00043409e-05	0.00137879691	144.645051	137.81986477489986
1.00050787e-05	0.00138033298	144.78061	137.96323061406804
1.00048237e-05	0.00138078272	144.917115	138.0116992966103
